piece number,work,book,composer,4 hands,start_pdf,end_pdf,comments,time fix,henle_difficulty,URI metadata difficulty,URI score IMSLP
78,Five-tone Scale,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,83,83,,,Piano 2 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
79,Hommage \u00e0 J. S. B.,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,84,84,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
80,Hommage \u00e0 R. Sch.,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,85,85,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
81,Wandering,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,86,86,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
82,Scherzo,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,87,87,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
83,Melody with Interruptions,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,88,88,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
84,Merriment,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,89,90,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
85,Broken Chords,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,91,92,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
86,Two Major Pentachords,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,93,94,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
87,Variations,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,95,96,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
88,Duet for Pipes,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,97,97,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
89,In Four Parts (1),"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,98,98,,,Piano 2 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
90,In Russian Style,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,99,99,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
91,Chromatic Invention (1),"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,100,100,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
92,Chromatic Invention (2),"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,101,102,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
93,In Four Parts (2),"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,103,103,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
94,Tale,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,104,104,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
95,Song of the Fox,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,105,105,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
96,Stumblings,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,107,107,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
97,Notturno,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,115,116,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
98,Thumb Under,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,117,117,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
99,Crossed Hands,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,118,118,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
100,In the Style of a Folksong,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,119,119,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
101,Diminished Fifths,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,120,120,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
102,Harmonics,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,121,122,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
103,Minor and Major,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,123,124,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
104,Wandering through the Keys,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,125,125,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
105,Playsong (with two pentatonic scales),"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,127,128,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
106,Children's Song,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,129,129,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
107,Melody in the Mist,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,130,130,,,Piano 3 easy,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
108,Wrestling,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,131,132,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
109,From the Island of Bali,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,133,134,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
110,Clashing Sounds,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,135,136,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
111,Intermezzo,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,137,138,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
112,Variations on a Folk Tune,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,139,140,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
113,Bulgarian Rhythm (1),"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,141,142,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
114,Theme and Inversion,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,143,144,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
115,Bulgarian Rhythm (2),"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,145,146,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
116,Melody,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,147,148,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
117,Bour\u00e9e,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,149,150,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
118,Triplets in 9/8 Time,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,151,152,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
119,Dance in 3/4 Time,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,153,154,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
120,Fifth Chords,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,155,156,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
121,Two-part Study,"Mikrokosmos, Volumes III-IV",Béla Bártok,FALSE,157,158,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+III-IV_1409,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
122,Chords Together and Opposed,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,164,165,,,Piano 6 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
123,Staccato and Legato (3),"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,166,167,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
124,Staccato,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,168,169,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
125,Boating,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,170,171,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
126,Change of Time,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,172,172,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
127,New Hungarian Folk Song,"Mikrokosmos, Volumes V-VI",Béla Bártok,TRUE,,,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
128,Peasant Dance,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,176,177,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
129,Alternating Thirds,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,178,179,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
130,Village Joke,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,180,181,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
131,Fourths,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,182,183,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
132,Major Seconds Broken and Together,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,184,185,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
133,Syncopation (3),"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,186,187,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
134,Studies in Double Notes,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,188,189,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
135,Perpetuum mobile,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,190,191,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
136,Whole-tone Scale,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,192,194,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
137,Unison,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,195,197,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
138,Bagpipe,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,198,201,,,Piano 6 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
139,Merry Andrew,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,202,203,,,Piano 4 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
140,Free Variations,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,209,212,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
141,Subject and Reflection,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,213,215,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
142,From the Diary of a Fly,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,216,219,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
143,Divided Arpeggios,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,220,222,,,Piano 5 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
144,"Minor Seconds, Major Sevenths","Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,223,226,,,Piano 6 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
145,Chromatic Invention (3),"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,227,229,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
146,Ostinato,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,233,238,,,Piano 8 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
147,March,"Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,239,241,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
148,"Six Dances in Bulgarian Rhythm, No. 1","Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,243,245,,,Piano 6 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
149,"Six Dances in Bulgarian Rhythm, No. 2","Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,246,248,,,Piano 6 medium,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
150,"Six Dances in Bulgarian Rhythm, No. 3","Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,249,251,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
151,"Six Dances in Bulgarian Rhythm, No. 4","Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,252,255,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
152,"Six Dances in Bulgarian Rhythm, No. 5","Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,255,257,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf
153,"Six Dances in Bulgarian Rhythm, No. 6","Mikrokosmos, Volumes V-VI",Béla Bártok,FALSE,258,262,,,Piano 7 difficult,https://www.henle.de/en/detail/?Title=Mikrokosmos%2C+Volumes+V-VI_1410,https://imslp.hk/files/imglnks/euimg/2/21/IMSLP465640-PMLP3661-Bela_Bartok_-_Mikrokosmos.pdf